Yurt Adı	Şehir	İlçe	Tür	Kapasite
ÖZEL MİLA TOPÇU YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Kocaeli	İzmit	Kız	101 kişilik
ÖZEL MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ ORTAKÖY YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Beşiktaş	Kız	230 kişilik
ÖZEL MIMAR SINAN YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Edirne	Edirne/Merkez	Erkek	84 kişilik
ÖZEL MİMAR SİNAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kocaeli	İzmit	Erkek	128 kişilik
ÖZEL MİNA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Sakarya	Serdivan	Kız	150 kişilik
ÖZEL MİNE 3 YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	107 kişilik
ÖZEL MİNE 4 YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	96 kişilik
ÖZEL MİS İZMİR YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İzmir	Balçova	Kız	120 kişilik
ÖZEL MODA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Kadıköy	Kız	80 kişilik
ÖZEL MUHAMMED BÜYÜKKAPLAN TIP YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Meram	Erkek	108 kişilik
ÖZEL MÜNİRE GANİ ŞENGEL YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Erzurum	Palandöken	Erkek	98 kişilik
ÖZEL MURADİYE AYDINLIKEVLER YÜKSEK ÖĞRETİM KIZ ÖĞRENCİ YURDU.	Ankara	Altındağ	Kız	87 kişilik
ÖZEL MURADİYE HASKÖY YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Keçiören	Kız	66 kişilik
ÖZEL MURADİYE İNCİRLİ YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU.	Ankara	Keçiören	Erkek	144 kişilik
ÖZEL MURADIYE YÜKSEK ÖĞRENİM ERKEK ÖĞRENCİ YURDU	Bayburt	Bayburt/Merkez	Erkek	66 kişilik
ÖZEL MURADIYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ PANSİYONU	Edirne	Uzunköprü	Erkek	31 kişilik
ÖZEL MURADİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Aydın	Nazilli	Erkek	82 kişilik
ÖZEL MÜŞERREF YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Uşak	Uşak/Merkez	Erkek	100 kişilik
ÖZEL MUSTAFA GÜDÜL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Samsun	Atakum	Kız	455 kişilik
ÖZEL MUSTAFA NECATİ YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Kartal	Kız	478 kişilik
ÖZEL MUSTAFA PARLAR VAKFI YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	66 kişilik
ÖZEL MUSTAFA SÜRMEGÖZ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Konya	Meram	Erkek	139 kişilik
ÖZEL MUTLU DOKUZ EYLÜL YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İzmir	Buca	Erkek	134 kişilik
ÖZEL MUTLU YAŞAM BİR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Kütahya	Kütahya/Merkez	Kız	46 kişilik
ÖZEL MUTLU YAŞAM İKİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Kütahya	Kütahya/Merkez	Kız	35 kişilik
ÖZEL MUTLU YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ PANSİYONU	Karabük	Karabük/Merkez	Erkek	88 kişilik
ÖZEL NADİDE-1 YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Uşak	Uşak/Merkez	Kız	115 kişilik
ÖZEL NADİDE - 2 YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Uşak	Uşak/Merkez	Kız	122 kişilik
ÖZEL NAFİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Balçova	Kız	22 kişilik
ÖZEL NAR ÇİÇEĞİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Çanakkale	Çanakkale/Merkez	Kız	160 kişilik
ÖZEL NARİN YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İzmir	Balçova	Kız	23 kişilik
ÖZEL NARLIDERE ÇAMLIK YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İzmir	Narlıdere	Erkek	40 kişilik
ÖZEL NAR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	89 kişilik
ÖZEL NAZARHAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Balıkesir	Altıeylül	Kız	44 kişilik
ÖZEL NAZAR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kütahya	Kütahya/Merkez	Kız	94 kişilik
ÖZEL NAZAR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Samsun	Atakum	Kız	168 kişilik
ÖZEL NAZILLI SIM YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Aydın	Nazilli	Erkek	95 kişilik
ÖZEL NAZİLLİ SİM YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Aydın	Nazilli	Kız	96 kişilik
ÖZEL NAZ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Altındağ	Kız	95 kişilik
ÖZEL NECİP FAZIL KISAKÜREK YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Sakarya	Serdivan	Erkek	446 kişilik
ÖZEL NECİP KABATAŞ YÜKSEK ÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Fatih	Kız	67 kişilik
ÖZEL NEDİME LÜTFİYE GÜNAL YÜKSEKÖĞRENİM KıZ ÖĞRENCİ YURDU	Artvin	Artvin/Merkez	Kız	310 kişilik
ÖZEL NERGİS YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Konya	Selçuklu	Erkek	94 kişilik
ÖZEL NERİMAN YAVUZ ARMAĞAN YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Nevşehir	Nevşehir/Merkez	Kız	460 kişilik
ÖZEL NEVZAT DEMİRKAYA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Zeytinburnu	Kız	240 kişilik
ÖZEL NEZAHAT KOÇAK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Ankara	Çankaya	Kız	216 kişilik
ÖZEL NEZİH YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ APARTLARI	Eskişehir	Odunpazarı	Erkek	50 kişilik
ÖZEL NEZİRLER YASEMİN YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İzmir	Buca	Kız	99 kişilik
ÖZEL NİHAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	66 kişilik
ÖZEL NİHAT NECLA KOLİŞLER YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Kadıköy	Erkek	54 kişilik
ÖZEL NİLÜFER BELEDİYESİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Bursa	Nilüfer	Kız	89 kişilik
ÖZEL NİLÜFER GÖKAY YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Kadıköy	Kız	128 kişilik
ÖZEL NİLÜFER YÜKSEKÖĞRENİM KIZ ÖĞRENCİ APARTI	Aydın	Buharkent	Kız	30 kişilik
ÖZEL NİL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	67 kişilik
ÖZEL NİYAZİ UĞUR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İzmir	Balçova	Erkek	85 kişilik
ÖZEL NİYAZİ VE MUHİBE YEŞİLKAYA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Selçuklu	Erkek	199 kişilik
ÖZEL NİZAMİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Giresun	Giresun/Merkez	Erkek	115 kişilik
ÖZEL NOVA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Yozgat	Yozgat/Merkez	Kız	81 kişilik
ÖZEL NUH YAPIŞLAR VE MEHMET YILMAZ ÖZDEMİR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kayseri	Kocasinan	Erkek	458 kişilik
ÖZEL NURETTİN TOPÇU YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Altındağ	Erkek	332 kişilik
ÖZEL NURİ DOĞRUÖZ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Amasya	Amasya/Merkez	Erkek	81 kişilik
ÖZEL NURİ PAKDİL YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Samsun	Atakum	Erkek	144 kişilik
ÖZEL NURULLAH BALDÖKTÜ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kayseri	Kocasinan	Kız	771 kişilik
ÖZEL NUVOLA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Beşiktaş	Kız	238 kişilik
ÖZEL ODABAŞ AKADEMİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Karabük	Safranbolu	Kız	290 kişilik
ÖZEL ODAN KADIKÖY YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Kadıköy	Kız	217 kişilik
ÖZEL ODAN ÜSKÜDAR ALTUNİZADE YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	İstanbul	Üsküdar	Kız	58 kişilik
ÖZEL ODAN ÜSKÜDAR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	İstanbul	Üsküdar	Kız	53 kişilik
ÖZEL OKMEYDANI SARAY YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Kağıthane	Erkek	66 kişilik
ÖZEL ÖMER LÜTFİ TAKE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Meram	Erkek	64 kişilik
ÖZEL ONAY YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Erzurum	Yakutiye	Kız	441 kişilik
ÖZEL ÖNDER ANKARA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Altındağ	Erkek	104 kişilik
ÖZEL ÖNDER AYDIN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Aydın	Efeler	Erkek	85 kişilik
ÖZEL ÖNDER AYDIN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Aydın	Efeler	Kız	160 kişilik
ÖZEL ÖNDER BAĞCILAR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Bağcılar	Erkek	104 kişilik
ÖZEL ÖNDER BOLU YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bolu	Bolu/Merkez	Erkek	130 kişilik
ÖZEL ÖNDER ÇENGELKÖY REYHAN KALYONCU YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Üsküdar	Kız	125 kişilik
ÖZEL ÖNDER EYÜPSULTAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Eyüpsultan	Erkek	138 kişilik
ÖZEL ÖNDER KAYSERİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kayseri	Kocasinan	Kız	96 kişilik
ÖZEL ÖNDER KÜÇÜKÇEKMECE YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Küçükçekmece	Kız	84 kişilik
ÖZEL ÖNDER ŞEHİT AHMET ÖZSOY YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İzmir	Buca	Erkek	219 kişilik
ÖZEL ÖNDER YALOVA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Yalova	Yalova/Merkez	Kız	96 kişilik
ÖZEL ÖNDER YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Zonguldak	Kozlu	Erkek	111 kişilik
ÖZEL ÖNDER YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Şanlıurfa	Haliliye	Kız	88 kişilik
ÖZEL ONKA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Zonguldak	Zonguldak/Merkez	Kız	157 kişilik
ÖZEL ON MAYIS YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	166 kişilik
ÖZEL ONMAYIS YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU BAHÇELİEVLER ŞUBESİ	Ankara	Çankaya	Kız	114 kişilik
ÖZEL ÖRNEK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Kırklareli	Kırklareli/Merkez	Kız	199 kişilik
ÖZEL ORTAHİSAR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Trabzon	Ortahisar	Erkek	102 kişilik
ÖZEL ORTAKÖY YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Beşiktaş	Erkek	38 kişilik
ÖZEL OSMANBEY BEYAZIT YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Şişli	Erkek	42 kişilik
ÖZEL OSMANBEY BEYAZIT YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Şişli	Erkek	42 kişilik
ÖZEL OSMANBEY YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Şişli	Erkek	119 kişilik
ÖZEL OSMANBEY YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Şişli	Erkek	119 kişilik
ÖZEL OSMANGAZİ SALİH DEMİR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Eskişehir	Odunpazarı	Erkek	103 kişilik
ÖZEL OSMANGAZİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Şişli	Erkek	125 kişilik
ÖZEL OSMANGAZİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bilecik	Bilecik/Merkez	Erkek	132 kişilik
ÖZEL OSMANGAZİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Şişli	Erkek	125 kişilik
ÖZEL OSMAN MÜNEVVER NEVİN KAYA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Niğde	Bor	Erkek	87 kişilik
ÖZEL OSMAN NURİ ÖNÜGÖREN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Niğde	Niğde/Merkez	Erkek	155 kişilik
ÖZEL OSTİM FERAH YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Yenimahalle	Erkek	54 kişilik
ÖZEL OSTİM YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Yenimahalle	Erkek	48 kişilik
ÖZEL OTANTİK 2 YÜKSEK ÖĞRENİM KIZ ÖĞRENCİ PANSİYONU	Kütahya	Kütahya/Merkez	Kız	27 kişilik
ÖZEL OVA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Karabük	Safranbolu	Kız	149 kişilik
ÖZEL ÖZ BAHAR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Amasya	Amasya/Merkez	Kız	38 kişilik
ÖZEL ÖZCANLAR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ PANSİYONU	Burdur	Bucak	Erkek	95 kişilik
ÖZEL ÖZCAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Burdur	Bucak	Kız	188 kişilik
ÖZEL ÖZE AVCILAR KAMPÜSSARAY YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Avcılar	Kız	236 kişilik
ÖZEL ÖZ EVİSTANBUL YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Eyüpsultan	Kız	100 kişilik
ÖZEL ÖZGÜVEN YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Ankara	Altındağ	Erkek	105 kişilik
ÖZEL ÖZGÜVEN YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU 2	Ankara	Altındağ	Erkek	108 kişilik
ÖZEL ÖZHAN YÜKSEK ÖĞRENIM ERKEK ÖĞRENCI PANSIYONU ŞUBE 1	Tekirdağ	Süleymanpaşa	Erkek	98 kişilik
ÖZEL ÖZHAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ PANSİYONU	Tekirdağ	Süleymanpaşa	Erkek	98 kişilik
ÖZEL ÖZNUR YÜKSEKÖĞRENIM KıZ ÖĞRENCI YURDU	İstanbul	Avcılar	Kız	76 kişilik
ÖZEL ÖZTÜRK YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Karabük	Karabük/Merkez	Erkek	92 kişilik
ÖZEL ÖZYEĞİN ÜNİVERSİTESİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Çekmeköy	Erkek	1463 kişilik
ÖZEL ÖZYEĞİN ÜNİVERSİTESİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Çekmeköy	Kız	1287 kişilik
ÖZEL PALMİRA REZİDANS YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İzmir	Buca	Kız	248 kişilik
ÖZEL PALMİYE YÜKSEKÖĞRENİM KIZ ÖĞRENCİ PANSİYONU	Çanakkale	Çanakkale/Merkez	Kız	96 kişilik
ÖZEL PAPATYAM YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İzmir	Bornova	Kız	33 kişilik
ÖZEL PAŞA KÖŞKÜ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Kadıköy	Erkek	40 kişilik
ÖZEL PAŞAMSULTAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kütahya	Kütahya/Merkez	Kız	50 kişilik
ÖZEL PAZARYERİ YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bilecik	Pazaryeri	Erkek	23 kişilik
ÖZEL PELİN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Buca	Kız	45 kişilik
ÖZEL PEMBE KÖŞK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Beşiktaş	Kız	25 kişilik
ÖZEL PENDİK HAN YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Pendik	Erkek	79 kişilik
ÖZEL PERİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU İKİ	Manisa	Ahmetli	Kız	135 kişilik
ÖZEL PETEK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	183 kişilik
ÖZEL PINAR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Niğde	Niğde/Merkez	Erkek	138 kişilik
ÖZEL PİRAZİZ BEYZA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Giresun	Piraziz	Kız	110 kişilik
ÖZEL PİRAZİZ KUZEY YÜKSEKÖĞRENİM KIZ ÖĞRENCİ PANSİYONU	Giresun	Piraziz	Kız	48 kişilik
ÖZEL PİRAZİZ SAHİL YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Giresun	Piraziz	Erkek	53 kişilik
ÖZEL PIRLANTA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Bartın	Bartın/Merkez	Kız	60 kişilik
ÖZEL PİYANO KIZILAY YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	64 kişilik
ÖZEL PİYANO YÜKSEK ÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	237 kişilik
ÖZEL Pİ YÜKSEKÖĞRENIM ERKEK ÖĞRENCİ YURDU	İstanbul	Kadıköy	Erkek	64 kişilik
ÖZEL POLATLAR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ APARTLARI	Bayburt	Bayburt/Merkez	Erkek	28 kişilik
ÖZEL POLAT YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Erzurum	Yakutiye	Erkek	329 kişilik
ÖZEL PRİZMA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Balıkesir	Altıeylül	Erkek	169 kişilik
ÖZEL PROF. DR. AHMET HALUK DURSUN YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	İstanbul	Üsküdar	Erkek	200 kişilik
ÖZEL PROF. DR. SADETTİN ÖKTEN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Muğla	Menteşe	Erkek	120 kişilik
ÖZEL RAFİNE YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Şişli	Kız	177 kişilik
ÖZEL RAFİNE YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Şişli	Kız	177 kişilik
ÖZEL RENGARENK YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bursa	Nilüfer	Erkek	134 kişilik
ÖZEL RİBAT EĞİTİM VAKFI YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Konya	Meram	Kız	88 kişilik
ÖZEL ROYAL YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Tekirdağ	Süleymanpaşa	Kız	165 kişilik
ÖZEL RUMELİFENERİ KAMPÜSÜ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Sarıyer	Erkek	849 kişilik
ÖZEL RUMELİFENERİ KAMPÜSÜ YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Sarıyer	Kız	973 kişilik
ÖZEL RÜZGARLI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Altındağ	Erkek	68 kişilik
ÖZEL ŞABAN GÜRDOĞAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Tekirdağ	Çorlu	Erkek	120 kişilik
ÖZEL ŞABAN GÜZELER YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bursa	Osmangazi	Erkek	128 kişilik
ÖZEL SABİHA HANIM-4 YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Şişli	Erkek	52 kişilik
ÖZEL SABİHA HANIM-4 YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Şişli	Erkek	52 kişilik
ÖZEL SABİHA HANIM İKİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Fatih	Kız	172 kişilik
ÖZEL SABİHA HANIM VATAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Fatih	Erkek	74 kişilik
ÖZEL SABİHA HANIM YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU/ MALTEPE ŞUBESİ	İstanbul	Maltepe	Erkek	127 kişilik
ÖZEL SABİHA HANIM YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Beşiktaş	Erkek	70 kişilik
ÖZEL SABİHA HANIM YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU HASEKİ ŞUBESİ	İstanbul	Fatih	Erkek	146 kişilik
ÖZEL SABİHA HANIM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU MALTEPE ŞUBESİ	İstanbul	Maltepe	Kız	464 kişilik
ÖZEL SABİHA HANIM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU ÜSKÜDAR KAMPÜS	İstanbul	Üsküdar	Kız	264 kişilik
ÖZEL SAFA YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Ankara	Çankaya	Erkek	36 kişilik
ÖZEL SAFA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Rize	Rize/Merkez	Erkek	60 kişilik
ÖZEL SAFİR DENİZLİ YÜKSELÖĞRETİM KIZ ÖĞRENCİ YURDU	Denizli	Pamukkale	Kız	333 kişilik
ÖZEL SAFİR YÜKSEKÖĞRENİM KIZ ÖĞRENCİ PANSİYONU	Kütahya	Kütahya/Merkez	Kız	33 kişilik
ÖZEL SAFİR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ APARTLARI	Kayseri	Talas	Kız	238 kişilik
ÖZEL SAFRAN YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Konya	Selçuklu	Erkek	95 kişilik
ÖZEL SAHABİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kayseri	Kocasinan	Erkek	98 kişilik
ÖZEL SAHİL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Giresun	Bulancak	Kız	150 kişilik
ÖZEL ŞAHİNBEY YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bursa	Nilüfer	Erkek	81 kişilik
ÖZEL ŞAHİNTEPE YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ PANSİYONU	Yalova	Termal	Erkek	30 kişilik
ÖZEL ŞAHİN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ APARTLARI	Amasya	Amasya/Merkez	Kız	64 kişilik
ÖZEL SAHRAYICEDİT YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Kadıköy	Erkek	143 kişilik
ÖZEL SAHRAYICEDİT YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Kadıköy	Kız	210 kişilik
ÖZEL SALIPAZARI FATİH YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Samsun	Salıpazarı	Erkek	53 kişilik
ÖZEL SAMİ EFENDİ VAKFI YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Ankara	Yenimahalle	Erkek	50 kişilik
ÖZEL SAMSUN ADA YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Samsun	Atakum	Kız	64 kişilik
ÖZEL SAMSUN VALİDE SULTAN YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Samsun	İlkadım	Kız	82 kişilik
ÖZEL SAMSUN YALI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Samsun	Atakum	Erkek	219 kişilik
ÖZEL SANDAL BAHÇELİ YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	65 kişilik
ÖZEL SANDAL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Yenimahalle	Kız	134 kişilik
ÖZEL ŞANLIURFA ENSAR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Şanlıurfa	Haliliye	Erkek	80 kişilik
ÖZEL SARAYBAŞI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Burdur	Ağlasun	Erkek	38 kişilik
